n,indicator.id,indicator.value,country.id,country.value,countryiso3code,date,value,unit,obs_status,decimal,m
1111,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SK,Slovak Republic,SVK,2021,NA,,,
1112,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SK,Slovak Republic,SVK,2020,NA,,,
1113,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SK,Slovak Republic,SVK,2019,NA,,,
1114,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SK,Slovak Republic,SVK,2018,NA,,,
1115,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SK,Slovak Republic,SVK,2017,NA,,,
1116,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SI,Slovenia,SVN,2021,NA,,,
1117,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SI,Slovenia,SVN,2020,NA,,,
1118,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SI,Slovenia,SVN,2019,NA,,,
1119,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SI,Slovenia,SVN,2018,NA,,,
1120,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SI,Slovenia,SVN,2017,NA,,,
1121,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SB,Solomon Islands,SLB,2021,NA,,,
1122,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SB,Solomon Islands,SLB,2020,NA,,,
1123,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SB,Solomon Islands,SLB,2019,NA,,,
1124,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SB,Solomon Islands,SLB,2018,NA,,,
1125,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SB,Solomon Islands,SLB,2017,NA,,,
1126,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SO,Somalia,SOM,2021,NA,,,
1127,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SO,Somalia,SOM,2020,NA,,,
1128,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SO,Somalia,SOM,2019,NA,,,
1129,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SO,Somalia,SOM,2018,NA,,,
1130,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SO,Somalia,SOM,2017,NA,,,
1131,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZA,South Africa,ZAF,2021,NA,,,
1132,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZA,South Africa,ZAF,2020,NA,,,
1133,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZA,South Africa,ZAF,2019,95.02297,,,
1134,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZA,South Africa,ZAF,2018,NA,,,
1135,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZA,South Africa,ZAF,2017,87.04667,,,
1136,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SS,South Sudan,SSD,2021,NA,,,
1137,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SS,South Sudan,SSD,2020,NA,,,
1138,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SS,South Sudan,SSD,2019,NA,,,
1139,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SS,South Sudan,SSD,2018,34.52276,,,
1140,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SS,South Sudan,SSD,2017,NA,,,
1141,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ES,Spain,ESP,2021,NA,,,
1142,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ES,Spain,ESP,2020,98.59446,,,
1143,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ES,Spain,ESP,2019,NA,,,
1144,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ES,Spain,ESP,2018,98.43650,,,
1145,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ES,Spain,ESP,2017,NA,,,
1146,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LK,Sri Lanka,LKA,2021,NA,,,
1147,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LK,Sri Lanka,LKA,2020,92.38230,,,
1148,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LK,Sri Lanka,LKA,2019,92.25296,,,
1149,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LK,Sri Lanka,LKA,2018,91.70982,,,
1150,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LK,Sri Lanka,LKA,2017,91.89575,,,
1151,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KN,St. Kitts and Nevis,KNA,2021,NA,,,
1152,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KN,St. Kitts and Nevis,KNA,2020,NA,,,
1153,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KN,St. Kitts and Nevis,KNA,2019,NA,,,
1154,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KN,St. Kitts and Nevis,KNA,2018,NA,,,
1155,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KN,St. Kitts and Nevis,KNA,2017,NA,,,
1156,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LC,St. Lucia,LCA,2021,NA,,,
1157,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LC,St. Lucia,LCA,2020,NA,,,
1158,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LC,St. Lucia,LCA,2019,NA,,,
1159,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LC,St. Lucia,LCA,2018,NA,,,
1160,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),LC,St. Lucia,LCA,2017,NA,,,
1161,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MF,St. Martin (French part),MAF,2021,NA,,,
1162,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MF,St. Martin (French part),MAF,2020,NA,,,
1163,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MF,St. Martin (French part),MAF,2019,NA,,,
1164,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MF,St. Martin (French part),MAF,2018,NA,,,
1165,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),MF,St. Martin (French part),MAF,2017,NA,,,
1166,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VC,St. Vincent and the Grenadines,VCT,2021,NA,,,
1167,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VC,St. Vincent and the Grenadines,VCT,2020,NA,,,
1168,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VC,St. Vincent and the Grenadines,VCT,2019,NA,,,
1169,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VC,St. Vincent and the Grenadines,VCT,2018,NA,,,
1170,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VC,St. Vincent and the Grenadines,VCT,2017,NA,,,
1171,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SD,Sudan,SDN,2021,NA,,,
1172,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SD,Sudan,SDN,2020,NA,,,
1173,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SD,Sudan,SDN,2019,NA,,,
1174,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SD,Sudan,SDN,2018,60.69718,,,
1175,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SD,Sudan,SDN,2017,NA,,,
1176,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SR,Suriname,SUR,2021,NA,,,
1177,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SR,Suriname,SUR,2020,NA,,,
1178,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SR,Suriname,SUR,2019,NA,,,
1179,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SR,Suriname,SUR,2018,94.38327,,,
1180,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SR,Suriname,SUR,2017,NA,,,
1181,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SE,Sweden,SWE,2021,NA,,,
1182,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SE,Sweden,SWE,2020,NA,,,
1183,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SE,Sweden,SWE,2019,NA,,,
1184,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SE,Sweden,SWE,2018,NA,,,
1185,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SE,Sweden,SWE,2017,NA,,,
1186,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CH,Switzerland,CHE,2021,NA,,,
1187,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CH,Switzerland,CHE,2020,NA,,,
1188,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CH,Switzerland,CHE,2019,NA,,,
1189,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CH,Switzerland,CHE,2018,NA,,,
1190,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CH,Switzerland,CHE,2017,NA,,,
1191,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SY,Syrian Arab Republic,SYR,2021,NA,,,
1192,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SY,Syrian Arab Republic,SYR,2020,NA,,,
1193,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SY,Syrian Arab Republic,SYR,2019,NA,,,
1194,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SY,Syrian Arab Republic,SYR,2018,NA,,,
1195,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SY,Syrian Arab Republic,SYR,2017,NA,,,
1196,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TJ,Tajikistan,TJK,2021,NA,,,
1197,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TJ,Tajikistan,TJK,2020,NA,,,
1198,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TJ,Tajikistan,TJK,2019,NA,,,
1199,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TJ,Tajikistan,TJK,2018,NA,,,
1200,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TJ,Tajikistan,TJK,2017,NA,,,
1201,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TZ,Tanzania,TZA,2021,NA,,,
1202,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TZ,Tanzania,TZA,2020,NA,,,
1203,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TZ,Tanzania,TZA,2019,NA,,,
1204,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TZ,Tanzania,TZA,2018,NA,,,
1205,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TZ,Tanzania,TZA,2017,NA,,,
1206,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TH,Thailand,THA,2021,NA,,,
1207,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TH,Thailand,THA,2020,NA,,,
1208,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TH,Thailand,THA,2019,NA,,,
1209,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TH,Thailand,THA,2018,93.76776,,,
1210,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TH,Thailand,THA,2017,NA,,,
1211,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TL,Timor-Leste,TLS,2021,NA,,,
1212,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TL,Timor-Leste,TLS,2020,NA,,,
1213,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TL,Timor-Leste,TLS,2019,NA,,,
1214,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TL,Timor-Leste,TLS,2018,68.06683,,,
1215,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TL,Timor-Leste,TLS,2017,NA,,,
1216,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TG,Togo,TGO,2021,NA,,,
1217,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TG,Togo,TGO,2020,NA,,,
1218,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TG,Togo,TGO,2019,66.53708,,,
1219,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TG,Togo,TGO,2018,NA,,,
1220,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TG,Togo,TGO,2017,NA,,,
1221,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TO,Tonga,TON,2021,NA,,,
1222,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TO,Tonga,TON,2020,NA,,,
1223,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TO,Tonga,TON,2019,NA,,,
1224,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TO,Tonga,TON,2018,99.41437,,,
1225,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TO,Tonga,TON,2017,NA,,,
1226,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TT,Trinidad and Tobago,TTO,2021,NA,,,
1227,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TT,Trinidad and Tobago,TTO,2020,NA,,,
1228,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TT,Trinidad and Tobago,TTO,2019,NA,,,
1229,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TT,Trinidad and Tobago,TTO,2018,NA,,,
1230,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TT,Trinidad and Tobago,TTO,2017,NA,,,
1231,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TN,Tunisia,TUN,2021,NA,,,
1232,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TN,Tunisia,TUN,2020,NA,,,
1233,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TN,Tunisia,TUN,2019,NA,,,
1234,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TN,Tunisia,TUN,2018,NA,,,
1235,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TN,Tunisia,TUN,2017,NA,,,
1236,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TR,Turkiye,TUR,2021,NA,,,
1237,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TR,Turkiye,TUR,2020,NA,,,
1238,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TR,Turkiye,TUR,2019,96.74221,,,
1239,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TR,Turkiye,TUR,2018,NA,,,
1240,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TR,Turkiye,TUR,2017,96.15053,,,
1241,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TM,Turkmenistan,TKM,2021,NA,,,
1242,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TM,Turkmenistan,TKM,2020,NA,,,
1243,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TM,Turkmenistan,TKM,2019,NA,,,
1244,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TM,Turkmenistan,TKM,2018,NA,,,
1245,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TM,Turkmenistan,TKM,2017,NA,,,
1246,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TC,Turks and Caicos Islands,TCA,2021,NA,,,
1247,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TC,Turks and Caicos Islands,TCA,2020,NA,,,
1248,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TC,Turks and Caicos Islands,TCA,2019,NA,,,
1249,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TC,Turks and Caicos Islands,TCA,2018,NA,,,
1250,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TC,Turks and Caicos Islands,TCA,2017,NA,,,
1251,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TV,Tuvalu,TUV,2021,NA,,,
1252,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TV,Tuvalu,TUV,2020,NA,,,
1253,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TV,Tuvalu,TUV,2019,NA,,,
1254,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TV,Tuvalu,TUV,2018,NA,,,
1255,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TV,Tuvalu,TUV,2017,NA,,,
1256,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UG,Uganda,UGA,2021,NA,,,
1257,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UG,Uganda,UGA,2020,NA,,,
1258,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UG,Uganda,UGA,2019,NA,,,
1259,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UG,Uganda,UGA,2018,76.52750,,,
1260,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UG,Uganda,UGA,2017,NA,,,
1261,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UA,Ukraine,UKR,2021,NA,,,
1262,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UA,Ukraine,UKR,2020,NA,,,
1263,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UA,Ukraine,UKR,2019,NA,,,
1264,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UA,Ukraine,UKR,2018,NA,,,
1265,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UA,Ukraine,UKR,2017,NA,,,
1266,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AE,United Arab Emirates,ARE,2021,NA,,,
1267,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AE,United Arab Emirates,ARE,2020,NA,,,
1268,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AE,United Arab Emirates,ARE,2019,95.52648,,,
1269,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AE,United Arab Emirates,ARE,2018,NA,,,
1270,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AE,United Arab Emirates,ARE,2017,NA,,,
1271,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GB,United Kingdom,GBR,2021,NA,,,
1272,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GB,United Kingdom,GBR,2020,NA,,,
1273,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GB,United Kingdom,GBR,2019,NA,,,
1274,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GB,United Kingdom,GBR,2018,NA,,,
1275,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GB,United Kingdom,GBR,2017,NA,,,
1276,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),US,United States,USA,2021,NA,,,
1277,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),US,United States,USA,2020,NA,,,
1278,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),US,United States,USA,2019,NA,,,
1279,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),US,United States,USA,2018,NA,,,
1280,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),US,United States,USA,2017,NA,,,
1281,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UY,Uruguay,URY,2021,NA,,,
1282,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UY,Uruguay,URY,2020,NA,,,
1283,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UY,Uruguay,URY,2019,98.77035,,,
1284,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UY,Uruguay,URY,2018,98.70386,,,
1285,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UY,Uruguay,URY,2017,98.61572,,,
1286,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UZ,Uzbekistan,UZB,2021,NA,,,
1287,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UZ,Uzbekistan,UZB,2020,NA,,,
1288,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UZ,Uzbekistan,UZB,2019,99.99995,,,
1289,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UZ,Uzbekistan,UZB,2018,99.99289,,,
1290,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),UZ,Uzbekistan,UZB,2017,NA,,,
1291,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VU,Vanuatu,VUT,2021,NA,,,
1292,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VU,Vanuatu,VUT,2020,NA,,,
1293,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VU,Vanuatu,VUT,2019,NA,,,
1294,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VU,Vanuatu,VUT,2018,87.50631,,,
1295,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VU,Vanuatu,VUT,2017,NA,,,
1296,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VE,Venezuela, RB,VEN,2021,NA,,,
1297,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VE,Venezuela, RB,VEN,2020,NA,,,
1298,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VE,Venezuela, RB,VEN,2019,NA,,,
1299,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VE,Venezuela, RB,VEN,2018,NA,,,
1300,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VE,Venezuela, RB,VEN,2017,NA,,,
1301,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VN,Vietnam,VNM,2021,NA,,,
1302,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VN,Vietnam,VNM,2020,NA,,,
1303,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VN,Vietnam,VNM,2019,95.75387,,,
1304,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VN,Vietnam,VNM,2018,NA,,,
1305,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VN,Vietnam,VNM,2017,NA,,,
1306,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VI,Virgin Islands (U.S.),VIR,2021,NA,,,
1307,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VI,Virgin Islands (U.S.),VIR,2020,NA,,,
1308,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VI,Virgin Islands (U.S.),VIR,2019,NA,,,
1309,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VI,Virgin Islands (U.S.),VIR,2018,NA,,,
1310,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VI,Virgin Islands (U.S.),VIR,2017,NA,,,
1311,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PS,West Bank and Gaza,PSE,2021,NA,,,
1312,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PS,West Bank and Gaza,PSE,2020,97.51446,,,
1313,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PS,West Bank and Gaza,PSE,2019,97.37826,,,
1314,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PS,West Bank and Gaza,PSE,2018,97.21861,,,
1315,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PS,West Bank and Gaza,PSE,2017,96.92440,,,
1316,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),YE,Yemen, Rep.,YEM,2021,NA,,,
1317,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),YE,Yemen, Rep.,YEM,2020,NA,,,
1318,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),YE,Yemen, Rep.,YEM,2019,NA,,,
1319,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),YE,Yemen, Rep.,YEM,2018,NA,,,
1320,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),YE,Yemen, Rep.,YEM,2017,NA,,,
1321,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZM,Zambia,ZMB,2021,NA,,,
1322,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZM,Zambia,ZMB,2020,NA,,,
1323,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZM,Zambia,ZMB,2019,NA,,,
1324,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZM,Zambia,ZMB,2018,86.74796,,,
1325,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZM,Zambia,ZMB,2017,NA,,,
1326,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZW,Zimbabwe,ZWE,2021,NA,,,
1327,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZW,Zimbabwe,ZWE,2020,NA,,,
1328,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZW,Zimbabwe,ZWE,2019,NA,,,
1329,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZW,Zimbabwe,ZWE,2018,NA,,,
